colaborador_id,idade,genero,estado_civil,escolaridade,area,cargo,nivel_cargo,data_admissao,tempo_empresa_anos,salario_mensal,distancia_casa_km,horas_extras,viagens_negocio,satisfacao_trabalho,satisfacao_ambiente,equilibrio_vida_trabalho,avaliacao_desempenho,treinamentos_ultimo_ano,recebeu_promocao_5_anos,rotatividade,data_desligamento,motivo_desligamento
COL-0289,43,Não binário,União estável,Tecnólogo,Recursos Humanos,Business Partner,3,2025-10-25,0,9300.0,2,Sim,Raramente,1,3,4,3,0,Não,Não,,Não se aplica
COL-0290,50,Não binário,União estável,Mestrado,Financeiro,Controller,4,2011-07-28,14,11600.0,5,Sim,Frequentemente,3,5,5,3,3,Não,Não,,Não se aplica
COL-0291,35,Masculino,Solteiro(a),Graduação,Tecnologia,Desenvolvedor,2,2017-05-10,8,9700.0,24,Não,Raramente,2,5,5,4,6,Sim,Não,,Não se aplica
COL-0292,33,Masculino,Divorciado(a),Pós-graduação,Operações,Coordenador de Operações,3,2023-09-24,2,9400.0,14,Não,Raramente,1,5,5,3,2,Não,Sim,2025-09-09 18:20:58.190,Remuneração e benefícios
COL-0293,38,Feminino,União estável,Graduação,Recursos Humanos,Analista de RH,2,2019-08-08,7,6950.0,7,Não,Raramente,3,5,2,4,1,Sim,Não,,Não se aplica
COL-0294,41,Masculino,Solteiro(a),Pós-graduação,Recursos Humanos,Analista de RH,2,2022-12-07,4,7650.0,6,Não,Frequentemente,1,3,3,4,5,Sim,Não,,Não se aplica
COL-0295,58,Não binário,Solteiro(a),Mestrado,Tecnologia,Analista de Dados,4,2023-02-03,2,13200.0,43,Sim,Raramente,2,4,5,2,5,Não,Não,,Não se aplica
COL-0296,58,Feminino,Divorciado(a),Tecnólogo,Marketing,Especialista de Marketing,4,2017-08-04,9,11600.0,25,Não,Raramente,3,1,1,4,6,Sim,Não,,Não se aplica
COL-0297,52,Masculino,Divorciado(a),Pós-graduação,Financeiro,Controller,4,2012-06-18,14,11850.0,8,Não,Frequentemente,2,4,1,5,1,Não,Sim,2024-04-02 16:06:07.545,Reestruturação organizacional
COL-0298,52,Feminino,União estável,Graduação,Recursos Humanos,Business Partner,4,2024-06-17,1,10350.0,23,Não,Nunca,2,5,2,4,4,Não,Não,,Não se aplica
COL-0299,36,Masculino,Divorciado(a),Tecnólogo,Tecnologia,Analista de Dados,3,2014-04-05,11,11300.0,35,Não,Raramente,1,4,5,3,0,Sim,Não,,Não se aplica
COL-0300,57,Feminino,Divorciado(a),Mestrado,Operações,Coordenador de Operações,3,2012-08-16,13,9150.0,45,Sim,Nunca,4,4,5,5,5,Não,Sim,2024-03-15 02:52:40.832,Falta de perspectiva de crescimento
COL-0301,55,Não binário,Divorciado(a),Graduação,Marketing,Especialista de Marketing,4,2013-07-21,13,10750.0,22,Não,Raramente,3,1,4,2,0,Sim,Não,,Não se aplica
COL-0302,37,Feminino,Solteiro(a),Graduação,Atendimento,Assistente de Atendimento,2,2024-11-01,1,6750.0,14,Não,Nunca,3,2,2,4,4,Não,Não,,Não se aplica
COL-0303,59,Feminino,União estável,Tecnólogo,Comercial,Gerente Comercial,5,2021-06-09,5,12300.0,31,Não,Raramente,1,2,1,3,4,Sim,Não,,Não se aplica
COL-0304,49,Feminino,Casado(a),Graduação,Atendimento,Analista de Atendimento,3,2024-08-25,1,7250.0,37,Sim,Frequentemente,4,2,1,4,1,Não,Sim,2026-03-17 18:13:27.852,Reestruturação organizacional
COL-0305,48,Masculino,Solteiro(a),Ensino médio,Financeiro,Controller,3,2016-06-25,9,10350.0,47,Não,Nunca,4,5,5,2,1,Sim,Não,,Não se aplica
COL-0306,61,Masculino,Solteiro(a),Graduação,Tecnologia,Analista de Dados,4,2017-11-12,8,12850.0,38,Não,Nunca,1,5,2,5,0,Não,Sim,2022-12-21 05:03:03.543,Remuneração e benefícios
COL-0307,42,Masculino,Divorciado(a),Graduação,Recursos Humanos,Business Partner,3,2022-05-09,3,8700.0,10,Não,Frequentemente,3,2,4,4,6,Sim,Não,,Não se aplica
COL-0308,40,Feminino,Solteiro(a),Ensino médio,Comercial,Analista Comercial,4,2023-12-27,2,11000.0,5,Não,Frequentemente,2,2,4,2,0,Não,Não,,Não se aplica
COL-0309,55,Masculino,União estável,Tecnólogo,Comercial,Gerente Comercial,5,2019-08-28,6,13150.0,33,Não,Raramente,3,5,4,3,5,Não,Sim,2022-06-15 09:19:25.251,Desempenho abaixo do esperado
COL-0310,59,Não binário,Divorciado(a),Graduação,Operações,Especialista de Processos,5,2020-02-21,5,11600.0,36,Não,Frequentemente,5,5,4,3,4,Sim,Não,,Não se aplica
COL-0311,46,Não binário,Divorciado(a),Mestrado,Marketing,Especialista de Marketing,3,2021-07-13,4,10100.0,31,Não,Raramente,2,5,4,3,2,Não,Não,,Não se aplica
COL-0312,58,Feminino,Casado(a),Pós-graduação,Marketing,Especialista de Marketing,4,2018-02-11,8,11550.0,39,Sim,Frequentemente,3,2,1,3,3,Não,Sim,2025-09-29 07:22:34.301,Falta de perspectiva de crescimento
COL-0313,58,Masculino,Casado(a),Graduação,Marketing,Especialista de Marketing,4,2022-08-22,4,11500.0,44,Não,Raramente,3,4,2,3,1,Sim,Não,,Não se aplica
COL-0314,56,Feminino,Solteiro(a),Ensino médio,Atendimento,Analista de Atendimento,4,2019-07-21,6,9900.0,47,Não,Nunca,5,2,2,3,5,Não,Não,,Não se aplica
COL-0315,29,Masculino,Divorciado(a),Mestrado,Recursos Humanos,Analista de RH,1,2021-12-07,5,5900.0,13,Sim,Frequentemente,5,1,1,3,3,Não,Sim,2024-07-17 07:25:26.951,Remuneração e benefícios
COL-0316,48,Feminino,União estável,Pós-graduação,Comercial,Analista Comercial,4,2024-06-05,1,11350.0,2,Não,Raramente,4,1,1,3,4,Não,Não,,Não se aplica
COL-0317,21,Masculino,União estável,Tecnólogo,Marketing,Analista de Marketing,1,2022-09-05,3,6000.0,39,Não,Frequentemente,4,2,1,3,2,Não,Não,,Não se aplica
COL-0318,39,Masculino,Divorciado(a),Graduação,Comercial,Analista Comercial,3,2011-03-19,14,9900.0,43,Não,Raramente,1,1,3,2,4,Não,Não,,Não se aplica
COL-0319,54,Masculino,Divorciado(a),Graduação,Operações,Especialista de Processos,5,2021-08-22,4,12100.0,5,Não,Raramente,5,3,5,4,3,Sim,Não,,Não se aplica
COL-0320,32,Feminino,Divorciado(a),Ensino médio,Recursos Humanos,Analista de RH,1,2019-04-01,6,5950.0,20,Não,Frequentemente,3,3,2,2,3,Sim,Não,,Não se aplica
COL-0321,52,Feminino,Solteiro(a),Graduação,Operações,Coordenador de Operações,4,2023-10-15,2,10850.0,51,Sim,Raramente,3,3,1,3,6,Sim,Sim,2025-03-16 05:36:51.735,Falta de perspectiva de crescimento
COL-0322,56,Feminino,União estável,Ensino médio,Recursos Humanos,Business Partner,4,2025-12-14,0,11150.0,14,Não,Raramente,3,4,2,2,6,Não,Sim,2026-05-01 15:26:59.491,Qualidade de vida
COL-0323,49,Não binário,Casado(a),Pós-graduação,Marketing,Especialista de Marketing,3,2025-01-21,0,9900.0,29,Sim,Raramente,5,4,2,3,4,Não,Não,,Não se aplica
COL-0324,25,Não binário,União estável,Ensino médio,Operações,Analista de Operações,1,2025-07-18,0,5800.0,32,Não,Raramente,4,3,4,4,0,Não,Não,,Não se aplica
COL-0325,42,Feminino,Solteiro(a),Mestrado,Financeiro,Controller,3,2013-01-11,12,10350.0,14,Não,Nunca,2,2,2,3,6,Sim,Não,,Não se aplica
COL-0326,60,Feminino,União estável,Pós-graduação,Operações,Especialista de Processos,5,2023-02-04,2,11900.0,22,Sim,Raramente,1,2,4,4,0,Não,Não,,Não se aplica
COL-0327,55,Não binário,União estável,Ensino médio,Tecnologia,Analista de Dados,4,2015-10-10,10,12650.0,49,Não,Frequentemente,2,3,5,3,1,Não,Não,,Não se aplica
COL-0328,39,Masculino,União estável,Pós-graduação,Tecnologia,Desenvolvedor,2,2019-05-12,7,8800.0,40,Não,Nunca,2,1,4,3,2,Não,Não,,Não se aplica
COL-0329,20,Masculino,União estável,Graduação,Marketing,Analista de Marketing,1,2023-04-18,2,5900.0,14,Não,Frequentemente,2,3,3,3,0,Não,Sim,2025-12-17 20:33:53.837,Nova oportunidade profissional
COL-0330,50,Feminino,Casado(a),Graduação,Tecnologia,Analista de Dados,4,2012-09-13,13,13100.0,46,Não,Frequentemente,1,2,3,4,3,Não,Não,,Não se aplica
COL-0331,53,Masculino,Solteiro(a),Mestrado,Tecnologia,Analista de Dados,4,2017-03-22,9,13000.0,23,Sim,Raramente,5,2,3,5,1,Sim,Não,,Não se aplica
COL-0332,34,Feminino,Divorciado(a),Tecnólogo,Financeiro,Controller,3,2025-08-08,0,9650.0,27,Não,Raramente,3,5,4,5,5,Não,Sim,2026-01-24 03:02:52.155,Reestruturação organizacional
COL-0333,42,Feminino,Casado(a),Mestrado,Financeiro,Analista Financeiro,2,2024-07-17,1,8350.0,30,Sim,Raramente,5,3,1,3,1,Não,Sim,2025-09-04 02:06:10.247,Mudança de cidade
COL-0334,39,Masculino,Divorciado(a),Tecnólogo,Comercial,Executivo de Contas,2,2017-03-23,8,7550.0,44,Sim,Frequentemente,2,2,3,3,0,Não,Não,,Não se aplica
COL-0335,45,Não binário,Divorciado(a),Mestrado,Comercial,Analista Comercial,3,2013-04-10,12,8700.0,22,Não,Raramente,5,5,1,3,5,Sim,Não,,Não se aplica
COL-0336,27,Feminino,Solteiro(a),Graduação,Atendimento,Assistente de Atendimento,1,2025-09-03,1,5000.0,11,Não,Raramente,4,5,4,3,5,Não,Não,,Não se aplica
COL-0337,31,Masculino,União estável,Graduação,Recursos Humanos,Analista de RH,2,2020-04-13,5,7950.0,34,Não,Raramente,3,2,5,3,4,Não,Sim,2022-03-10 10:06:55.175,Desempenho abaixo do esperado
COL-0338,32,Feminino,União estável,Ensino médio,Operações,Coordenador de Operações,3,2020-01-08,6,9600.0,37,Sim,Raramente,2,1,1,3,1,Não,Não,,Não se aplica
COL-0339,59,Não binário,União estável,Graduação,Operações,Coordenador de Operações,4,2023-04-28,2,10850.0,7,Não,Raramente,4,2,5,4,2,Não,Não,,Não se aplica
COL-0340,20,Não binário,Casado(a),Ensino médio,Atendimento,Assistente de Atendimento,2,2025-11-20,0,6900.0,20,Sim,Raramente,2,4,2,3,2,Não,Não,,Não se aplica
COL-0341,58,Masculino,União estável,Graduação,Comercial,Gerente Comercial,5,2022-03-21,3,12250.0,24,Não,Raramente,3,1,3,4,2,Não,Não,,Não se aplica
COL-0342,35,Masculino,União estável,Graduação,Recursos Humanos,Business Partner,3,2019-06-07,6,9900.0,39,Sim,Nunca,5,4,2,3,4,Não,Não,,Não se aplica
COL-0343,39,Feminino,Casado(a),Tecnólogo,Recursos Humanos,Analista de RH,2,2016-03-02,9,7350.0,42,Sim,Raramente,1,3,3,3,4,Sim,Sim,2023-04-05 04:13:14.967,Remuneração e benefícios
COL-0344,58,Feminino,Solteiro(a),Pós-graduação,Atendimento,Supervisor de Atendimento,5,2025-06-02,1,10700.0,39,Sim,Frequentemente,4,2,1,2,1,Não,Sim,2026-07-18 01:00:17.543,Remuneração e benefícios
COL-0345,50,Não binário,Casado(a),Graduação,Financeiro,Controller,4,2024-10-28,2,11450.0,9,Não,Nunca,1,4,2,4,3,Não,Não,,Não se aplica
COL-0346,33,Masculino,Casado(a),Mestrado,Tecnologia,Desenvolvedor,2,2014-05-23,12,8800.0,32,Não,Raramente,2,5,1,5,6,Não,Não,,Não se aplica
COL-0347,38,Feminino,Casado(a),Graduação,Financeiro,Controller,3,2012-12-09,13,9900.0,15,Não,Frequentemente,3,2,3,4,3,Não,Não,,Não se aplica
COL-0348,54,Masculino,Solteiro(a),Ensino médio,Operações,Coordenador de Operações,4,2016-05-26,10,10300.0,27,Sim,Frequentemente,4,4,3,5,1,Não,Não,,Não se aplica
COL-0349,53,Masculino,Solteiro(a),Mestrado,Atendimento,Supervisor de Atendimento,5,2013-05-13,13,11400.0,44,Sim,Frequentemente,2,1,5,5,3,Não,Sim,2024-05-31 09:35:11.731,Mudança de cidade
COL-0350,28,Masculino,União estável,Graduação,Tecnologia,Desenvolvedor,2,2024-06-20,1,9250.0,12,Sim,Raramente,4,2,5,3,1,Não,Não,,Não se aplica
COL-0351,26,Masculino,Solteiro(a),Pós-graduação,Financeiro,Analista Financeiro,1,2022-07-08,3,6850.0,52,Não,Nunca,2,1,2,3,1,Sim,Não,,Não se aplica
COL-0352,43,Não binário,Casado(a),Graduação,Recursos Humanos,Business Partner,3,2018-02-24,7,9400.0,11,Sim,Raramente,2,4,2,2,2,Sim,Não,,Não se aplica
COL-0353,40,Masculino,União estável,Tecnólogo,Financeiro,Controller,3,2020-07-24,6,9800.0,41,Não,Raramente,1,4,2,4,3,Não,Não,,Não se aplica
COL-0354,36,Não binário,Solteiro(a),Mestrado,Financeiro,Controller,3,2016-07-24,10,9600.0,24,Não,Raramente,4,4,5,2,3,Sim,Não,,Não se aplica
COL-0355,53,Feminino,União estável,Ensino médio,Tecnologia,Engenheiro de Dados,5,2025-11-13,0,14000.0,15,Não,Nunca,3,1,5,5,2,Não,Não,,Não se aplica
COL-0356,23,Feminino,Solteiro(a),Pós-graduação,Atendimento,Assistente de Atendimento,2,2021-10-23,4,5550.0,11,Não,Raramente,1,2,5,5,3,Não,Sim,2024-06-15 04:12:29.644,Qualidade de vida
COL-0357,41,Masculino,União estável,Graduação,Financeiro,Analista Financeiro,2,2017-04-01,9,8150.0,20,Sim,Raramente,3,1,2,3,4,Sim,Não,,Não se aplica
COL-0358,51,Feminino,União estável,Graduação,Tecnologia,Analista de Dados,3,2014-06-26,12,11450.0,1,Não,Nunca,3,1,4,4,3,Não,Não,,Não se aplica
COL-0359,28,Feminino,Casado(a),Tecnólogo,Tecnologia,Desenvolvedor,2,2023-06-17,2,8900.0,33,Não,Frequentemente,3,4,5,4,1,Não,Não,,Não se aplica
COL-0360,24,Masculino,Divorciado(a),Ensino médio,Financeiro,Analista Financeiro,1,2020-12-24,5,6400.0,10,Sim,Raramente,3,5,1,2,6,Sim,Não,,Não se aplica
COL-0361,39,Masculino,Casado(a),Pós-graduação,Tecnologia,Analista de Dados,3,2016-09-09,10,10200.0,41,Não,Frequentemente,3,4,2,4,3,Sim,Não,,Não se aplica
COL-0362,24,Não binário,Casado(a),Mestrado,Atendimento,Assistente de Atendimento,2,2021-10-12,5,6250.0,17,Não,Raramente,1,1,5,4,1,Sim,Sim,2025-08-14 05:38:35.524,Nova oportunidade profissional
COL-0363,38,Feminino,Solteiro(a),Ensino médio,Atendimento,Analista de Atendimento,3,2019-07-09,6,8100.0,24,Não,Raramente,3,2,4,2,0,Sim,Sim,2023-01-15 04:21:47.586,Nova oportunidade profissional
COL-0364,25,Feminino,Divorciado(a),Ensino médio,Financeiro,Analista Financeiro,1,2025-05-28,0,6250.0,9,Sim,Raramente,4,1,5,4,3,Não,Não,,Não se aplica
COL-0365,33,Masculino,União estável,Tecnólogo,Comercial,Executivo de Contas,2,2020-03-12,6,7000.0,40,Sim,Raramente,2,4,1,2,4,Não,Não,,Não se aplica
COL-0366,48,Feminino,Divorciado(a),Ensino médio,Tecnologia,Analista de Dados,3,2019-08-27,6,10700.0,47,Sim,Raramente,3,3,5,4,5,Não,Não,,Não se aplica
COL-0367,28,Feminino,União estável,Tecnólogo,Atendimento,Assistente de Atendimento,2,2020-10-06,5,6850.0,39,Não,Raramente,4,4,5,2,4,Não,Não,,Não se aplica
COL-0368,24,Feminino,União estável,Tecnólogo,Comercial,Executivo de Contas,2,2025-01-22,0,7450.0,16,Sim,Raramente,2,4,1,3,0,Não,Não,,Não se aplica
COL-0369,56,Feminino,Casado(a),Mestrado,Recursos Humanos,Especialista de Pessoas,5,2024-02-24,1,12600.0,17,Não,Raramente,3,3,3,3,3,Não,Não,,Não se aplica
COL-0370,20,Masculino,Divorciado(a),Graduação,Atendimento,Assistente de Atendimento,1,2025-08-08,0,3750.0,22,Não,Raramente,1,1,2,5,1,Não,Não,,Não se aplica
COL-0371,24,Feminino,Casado(a),Tecnólogo,Operações,Analista de Operações,1,2020-06-05,5,6250.0,48,Sim,Nunca,1,2,3,3,3,Não,Não,,Não se aplica
COL-0372,57,Feminino,Casado(a),Graduação,Comercial,Analista Comercial,3,2012-09-01,13,9450.0,12,Sim,Raramente,2,2,4,3,3,Não,Sim,2022-12-16 20:55:31.076,Qualidade de vida
COL-0373,31,Não binário,União estável,Tecnólogo,Operações,Analista de Operações,2,2016-10-15,10,8100.0,28,Não,Raramente,5,5,2,3,3,Sim,Não,,Não se aplica
COL-0374,59,Masculino,Divorciado(a),Graduação,Atendimento,Analista de Atendimento,4,2021-03-02,4,10150.0,13,Não,Raramente,4,1,2,3,0,Sim,Não,,Não se aplica
COL-0375,46,Não binário,Casado(a),Ensino médio,Marketing,Especialista de Marketing,3,2019-06-13,6,9500.0,17,Sim,Nunca,2,4,1,5,0,Não,Não,,Não se aplica
COL-0376,52,Feminino,União estável,Pós-graduação,Tecnologia,Analista de Dados,3,2017-11-19,8,11450.0,4,Sim,Nunca,3,3,4,3,2,Sim,Não,,Não se aplica
COL-0377,36,Masculino,Divorciado(a),Tecnólogo,Operações,Coordenador de Operações,3,2022-12-09,4,8700.0,15,Não,Frequentemente,5,5,3,3,0,Não,Não,,Não se aplica
COL-0378,28,Feminino,Casado(a),Pós-graduação,Comercial,Executivo de Contas,1,2021-04-08,5,6000.0,18,Não,Raramente,5,1,3,5,5,Sim,Não,,Não se aplica
COL-0379,58,Masculino,Solteiro(a),Graduação,Recursos Humanos,Business Partner,4,2022-05-18,3,10300.0,50,Sim,Raramente,3,4,4,5,1,Não,Sim,2024-01-31 02:23:46.929,Falta de perspectiva de crescimento
COL-0380,25,Feminino,Solteiro(a),Graduação,Financeiro,Analista Financeiro,1,2018-02-16,7,5800.0,3,Sim,Raramente,1,5,4,4,3,Sim,Não,,Não se aplica
COL-0381,31,Masculino,Casado(a),Graduação,Comercial,Executivo de Contas,2,2025-02-13,0,7850.0,35,Sim,Raramente,1,4,4,4,1,Não,Não,,Não se aplica
COL-0382,33,Masculino,Casado(a),Pós-graduação,Atendimento,Assistente de Atendimento,1,2012-11-24,13,4000.0,11,Não,Frequentemente,5,4,3,5,5,Sim,Sim,2026-05-30 06:23:57.389,Nova oportunidade profissional
COL-0383,21,Feminino,Divorciado(a),Graduação,Operações,Analista de Operações,1,2022-12-12,3,5500.0,44,Não,Raramente,5,3,4,3,0,Não,Não,,Não se aplica
COL-0384,26,Não binário,Casado(a),Tecnólogo,Comercial,Executivo de Contas,1,2020-10-06,5,5200.0,4,Sim,Raramente,3,2,5,5,2,Sim,Não,,Não se aplica
COL-0385,46,Feminino,Divorciado(a),Ensino médio,Recursos Humanos,Business Partner,3,2024-04-24,1,8400.0,17,Não,Frequentemente,2,1,4,5,4,Não,Não,,Não se aplica
COL-0386,34,Não binário,Solteiro(a),Tecnólogo,Comercial,Analista Comercial,3,2016-12-10,9,9650.0,47,Não,Raramente,5,3,4,2,1,Sim,Não,,Não se aplica
COL-0387,53,Não binário,Solteiro(a),Tecnólogo,Financeiro,Especialista Financeiro,5,2016-10-15,10,13550.0,50,Sim,Raramente,5,2,4,3,3,Sim,Não,,Não se aplica
COL-0388,46,Masculino,Casado(a),Ensino médio,Tecnologia,Analista de Dados,3,2014-02-02,12,10050.0,25,Sim,Nunca,2,3,2,3,6,Não,Sim,2025-04-20 04:42:24.373,Reestruturação organizacional
COL-0389,45,Masculino,Casado(a),Graduação,Comercial,Analista Comercial,3,2019-10-22,7,9650.0,52,Não,Raramente,5,2,1,3,4,Não,Não,,Não se aplica
COL-0390,49,Masculino,Solteiro(a),Graduação,Atendimento,Analista de Atendimento,3,2014-09-08,12,8100.0,48,Não,Raramente,3,4,1,3,1,Sim,Não,,Não se aplica
COL-0391,57,Masculino,Solteiro(a),Graduação,Recursos Humanos,Especialista de Pessoas,5,2014-06-01,11,12350.0,33,Não,Raramente,5,3,1,4,4,Não,Sim,2023-10-23 18:32:45.645,Qualidade de vida
COL-0392,58,Não binário,Casado(a),Mestrado,Recursos Humanos,Business Partner,4,2019-01-07,6,10650.0,2,Não,Frequentemente,3,3,3,4,0,Não,Não,,Não se aplica
COL-0393,29,Masculino,Solteiro(a),Ensino médio,Tecnologia,Desenvolvedor,1,2025-04-27,1,7050.0,42,Não,Raramente,4,2,1,3,4,Não,Não,,Não se aplica
COL-0394,33,Feminino,União estável,Pós-graduação,Atendimento,Assistente de Atendimento,2,2018-04-04,8,6500.0,17,Não,Raramente,5,5,4,3,2,Não,Não,,Não se aplica
COL-0395,36,Não binário,União estável,Mestrado,Recursos Humanos,Business Partner,3,2011-04-03,14,8550.0,42,Sim,Frequentemente,5,5,4,3,3,Sim,Não,,Não se aplica
COL-0396,52,Masculino,Solteiro(a),Mestrado,Recursos Humanos,Business Partner,4,2015-11-19,10,11450.0,6,Não,Raramente,5,2,2,3,2,Não,Sim,2026-03-06 02:53:47.312,Qualidade de vida
COL-0397,60,Feminino,Divorciado(a),Mestrado,Marketing,Especialista de Marketing,4,2025-12-12,0,10600.0,31,Sim,Raramente,4,1,5,5,5,Não,Sim,2026-06-30 11:19:02.254,Desempenho abaixo do esperado
COL-0398,32,Masculino,Divorciado(a),Pós-graduação,Marketing,Analista de Marketing,2,2017-06-14,8,7250.0,22,Não,Raramente,5,3,3,3,4,Não,Não,,Não se aplica
COL-0399,39,Feminino,União estável,Mestrado,Comercial,Analista Comercial,3,2011-08-08,14,9750.0,51,Sim,Raramente,3,2,1,3,3,Não,Sim,2026-07-26 08:02:53.106,Nova oportunidade profissional
COL-0400,32,Feminino,União estável,Ensino médio,Operações,Coordenador de Operações,3,2014-01-17,12,9550.0,35,Não,Raramente,2,1,2,4,5,Sim,Não,,Não se aplica
COL-0401,29,Masculino,União estável,Tecnólogo,Tecnologia,Desenvolvedor,1,2014-03-17,11,8050.0,29,Sim,Raramente,4,2,4,4,1,Sim,Não,,Não se aplica
COL-0402,49,Masculino,Divorciado(a),Graduação,Tecnologia,Analista de Dados,3,2020-11-23,5,10400.0,43,Não,Raramente,2,5,5,2,3,Não,Não,,Não se aplica
COL-0403,43,Masculino,Casado(a),Pós-graduação,Atendimento,Analista de Atendimento,3,2017-01-15,8,7700.0,34,Não,Frequentemente,2,3,3,4,0,Não,Sim,2026-03-21 01:19:40.345,Remuneração e benefícios
COL-0404,43,Feminino,União estável,Pós-graduação,Recursos Humanos,Business Partner,3,2016-06-07,10,9550.0,39,Não,Raramente,3,4,5,3,4,Não,Sim,2025-06-29 10:02:00.479,Remuneração e benefícios
COL-0405,51,Masculino,União estável,Mestrado,Tecnologia,Analista de Dados,4,2020-12-15,5,11850.0,44,Não,Raramente,2,1,2,5,2,Sim,Não,,Não se aplica
COL-0406,47,Feminino,Divorciado(a),Tecnólogo,Recursos Humanos,Business Partner,3,2022-06-15,3,8650.0,5,Não,Raramente,2,2,4,2,5,Não,Não,,Não se aplica
COL-0407,23,Masculino,União estável,Ensino médio,Financeiro,Analista Financeiro,2,2025-01-09,0,8150.0,47,Não,Frequentemente,3,3,1,4,3,Não,Sim,2025-07-31 18:27:11.618,Reestruturação organizacional
COL-0408,37,Masculino,União estável,Tecnólogo,Operações,Coordenador de Operações,3,2020-11-04,5,8200.0,37,Não,Frequentemente,5,5,1,4,0,Não,Não,,Não se aplica
COL-0409,29,Masculino,Casado(a),Pós-graduação,Tecnologia,Desenvolvedor,2,2025-10-12,0,8800.0,26,Sim,Raramente,1,5,3,4,2,Não,Não,,Não se aplica
COL-0410,59,Masculino,União estável,Graduação,Financeiro,Especialista Financeiro,5,2025-09-02,1,13000.0,35,Não,Nunca,1,2,4,3,3,Não,Não,,Não se aplica
COL-0411,24,Feminino,Casado(a),Mestrado,Marketing,Analista de Marketing,2,2021-05-01,4,8550.0,42,Não,Nunca,3,2,1,5,6,Não,Não,,Não se aplica
COL-0412,61,Feminino,Casado(a),Pós-graduação,Comercial,Gerente Comercial,5,2015-02-01,10,12950.0,28,Não,Raramente,3,2,5,3,6,Não,Sim,2023-09-17 15:25:55.238,Qualidade de vida
COL-0413,42,Não binário,União estável,Graduação,Recursos Humanos,Analista de RH,2,2025-08-28,1,8300.0,44,Sim,Nunca,2,1,3,4,2,Não,Não,,Não se aplica
COL-0414,44,Feminino,Divorciado(a),Graduação,Marketing,Especialista de Marketing,3,2018-07-23,7,9950.0,19,Sim,Raramente,5,3,5,3,3,Não,Sim,2025-09-11 02:38:51.227,Falta de perspectiva de crescimento
COL-0415,49,Masculino,Solteiro(a),Mestrado,Recursos Humanos,Business Partner,3,2012-11-04,14,8550.0,15,Não,Nunca,1,5,3,3,2,Sim,Não,,Não se aplica
COL-0416,53,Não binário,Casado(a),Pós-graduação,Tecnologia,Analista de Dados,4,2024-09-04,1,13150.0,41,Sim,Raramente,2,2,3,5,4,Não,Não,,Não se aplica
COL-0417,46,Feminino,Casado(a),Graduação,Operações,Coordenador de Operações,3,2011-10-27,14,9050.0,15,Sim,Frequentemente,3,2,5,3,4,Não,Não,,Não se aplica
COL-0418,49,Masculino,Casado(a),Pós-graduação,Atendimento,Analista de Atendimento,3,2016-08-05,9,7500.0,50,Não,Raramente,3,3,2,2,5,Sim,Não,,Não se aplica
COL-0419,27,Feminino,Casado(a),Mestrado,Recursos Humanos,Analista de RH,2,2016-11-16,9,8200.0,28,Sim,Nunca,2,2,5,3,6,Não,Não,,Não se aplica
COL-0420,53,Feminino,Casado(a),Tecnólogo,Financeiro,Controller,4,2013-01-18,12,11350.0,42,Sim,Nunca,4,2,5,3,2,Sim,Não,,Não se aplica
COL-0421,52,Masculino,Solteiro(a),Ensino médio,Recursos Humanos,Business Partner,3,2025-05-13,0,9200.0,42,Não,Nunca,5,5,4,4,6,Não,Não,,Não se aplica
COL-0422,42,Masculino,Casado(a),Graduação,Operações,Analista de Operações,2,2024-02-04,2,7250.0,32,Não,Frequentemente,1,4,3,4,6,Não,Sim,2024-05-22 11:06:23.018,Desempenho abaixo do esperado
COL-0423,55,Não binário,Divorciado(a),Graduação,Comercial,Analista Comercial,4,2025-11-19,0,10650.0,21,Sim,Nunca,1,3,5,3,1,Não,Não,,Não se aplica
COL-0424,26,Feminino,União estável,Ensino médio,Atendimento,Assistente de Atendimento,2,2018-08-17,8,6600.0,45,Não,Raramente,1,1,4,5,1,Não,Não,,Não se aplica
COL-0425,47,Masculino,Solteiro(a),Mestrado,Comercial,Analista Comercial,3,2015-05-18,10,9000.0,12,Sim,Raramente,2,4,3,4,3,Não,Não,,Não se aplica
COL-0426,43,Masculino,Casado(a),Graduação,Comercial,Executivo de Contas,2,2017-05-26,8,7900.0,40,Sim,Nunca,4,2,1,4,3,Não,Não,,Não se aplica
COL-0427,36,Feminino,União estável,Mestrado,Recursos Humanos,Analista de RH,2,2024-04-13,1,7250.0,7,Não,Frequentemente,1,2,3,3,2,Não,Sim,2025-07-07 11:12:33.343,Falta de perspectiva de crescimento
COL-0428,41,Masculino,União estável,Graduação,Recursos Humanos,Analista de RH,2,2022-11-20,4,6800.0,13,Não,Raramente,4,5,2,5,1,Não,Não,,Não se aplica
COL-0429,45,Feminino,Casado(a),Ensino médio,Atendimento,Analista de Atendimento,3,2018-11-02,8,8450.0,23,Sim,Raramente,3,2,2,2,2,Sim,Sim,2024-02-03 17:04:45.715,Remuneração e benefícios
COL-0430,30,Masculino,União estável,Mestrado,Financeiro,Analista Financeiro,2,2025-09-22,0,8800.0,8,Sim,Raramente,5,5,1,2,4,Não,Não,,Não se aplica
COL-0431,45,Feminino,União estável,Graduação,Comercial,Analista Comercial,4,2016-11-18,10,11250.0,40,Não,Nunca,2,2,4,4,4,Não,Não,,Não se aplica
